post,subject
"一道货币银行学问题，希望大家帮忙解释下。
当财政赤字、迫使银行超经济发行时，信用货币贬值，则这部分信用货币蜕化为狭义的纸币。
一直不理解上面这句话，希望好心人能帮忙通俗的解释一下。谢谢！",经济
"报名参加CIIA需要具备三年工作经验吗？。
我在中国证券业协会上看到了CIIA的报考要求中提到了“具有相关工作经历三年以上”，是这样子的吗？学生不能考吗？",经济
"经济学自学问题求教！。
本人为大学本科新闻学一年级，想自学经济学。
请问大家我该从哪些书开始看起？该做些什么方面的准备？
大家对这方面有什么好的意见或者建议吗？


感激不尽！！！",经济
一个省的高速公路加油量与那些因素有关？,经济
有谁能帮忙提供清华大学西方经济学历年真题么？非常感谢！,经济
想问一下各位大大，大二经济学专业，如何构建经济学知识体系,经济
我想知道，如果用产业升级、政府财政支出占GDP比重、固定资产投资占GDP比重和进出口总额占GDP比重作为自变量，以GDP增长率作为因变量设定模型，那么它的理论来源是什么呢？,经济
"季度居民杠杆率如何计算？
年度居民杠杆率是年末居民负债除以当年GDP，那季度的杠杆率怎么算呢",经济
"增加一单位政府支出G，会带来收入Y的1/1-b倍的增加
政府乘数效应1/1－b是如何推导出来的",经济
陈晓雪《生态化经济发展》一书中，对生态化经济的定义是什么？求原文。。。。,经济
"请问xtserial,output报告的一阶差分回归结果是怎么算出来的呀？我用手动生成差分变量，再回归（xtreg），得到的结果和xtserial顺带报告的FD回归系数有很大差别：（",经济
"帮帮我关于开放经济中的问题。
假设波音公司向日本航空公司出售了一些飞机。在这种销售中，美国公司把飞机给了日本公司，而日本公司把日元给了美国公司。要注意的是，这两件事是同时发生的。美国向外国人出售了自己的部分产出（飞机），而且这种销售增加了美国的净出口。此外，美国获得了一些外国资产（日元），而且这种获得增加了美国的资本净流出。（是增加吗？我怎么觉得是减少呢？）

PS：资本净流出：本国居民购买的外国资产减去外国人购买的国内资产",经济
"电视寿命。
电视从产生发展至今，不断发生技术革新，从显像管(CRT)电视、背投电视、液晶(LCD)电视、等离子(PDP)彩电，直至OLED电视，那么这些电视在大众消费中的平均使用寿命分别是多少呀（一年为单位）？",经济
"线性回归模型里如何考量加入一个变量带来的变化？。
或者说是否考虑某变量对回归结果的影响。比如考虑变量E，那么怎么比较Y=c1*Q+c2*W+c和Y=c1*Q+c2*W+c3*E+c这两个模型的回归结果，是对比两次回归中E的t检验和R什么的么？还是有什么别的方法。。。
另外能不能在E前面加个虚拟变量来做比较呢
不胜感激啊",经济
"求助！大家帮帮忙啊。
想问一下，统计中的单侧检验跟双侧检验有什么区别，什么时候用单侧检验，什么时候用双侧检验？帮帮忙吧。谢谢了",经济
"*****这个问题，你是怎么思考的呢？？？？？。
你是A省的发改委主任，最近在思考A省是否发展节能环保产业，你会从哪些方面进行衡量？",经济
"人民币创新高，对中国经济的影响。
人民币对美元中间汇率创新高，对中国经济到底会造成什么影响？对大影响？
我知道升值预期会导致热钱涌入，升值过后热钱会逃出，现在人民币对美元的汇率不知道还会不会上涨",经济
"回归分析时为何常剔除金融类公司？。
回归分析时为何常剔除金融类公司？保险公司属于金融类公司吗？",经济
"求助：劳动收入和居民收入的区别？。
如题，劳动收入是从生产要素来讲的，就是劳动者报酬与GDP之比。
那么，居民收入是怎样界定的?居民收入差距，有具体是用什么界定的呢？",经济
"宏观经济的问题，请各位专家帮帮忙。
利用宏观经济理论分析当前的经济形势，以及采取什么样的财政和货币政策（要求具体而且把工具和国家背景结合起来），万分感谢",经济
"怎么计算进出口贸易为不变价。
怎么才能计算出我国进口额的不变价？比如要计算以90年为基期的进出口贸易额。用GDP定基肯定不行，CPI也不行，据说要用美国零售价格指数，但这个指数贸易搞不到，谢谢各位高手给个意见。",经济
"求助统计学问题。
采用简单不重复抽样的方法，抽取一批产品中的400作为样本，合格产品为300。要求：1计算样品的抽样平均误差299％的概率保证度对该产品的合格率进行区间估计

??看清楚这是不重复抽样的！！！！！",经济
"急求！中国二氧化碳排放量与参与国际碳排放市场的交易量。
如题！
写论文急需数据支撑，请教能人，国际碳交易市场对中国经济影响可以怎样进行建模量化分析？？？？
如获不吝赐教，万分感谢！！！！",经济
"请教一微观经济学的问题~~。
微观经济学在讨论到生产要素价格决定的需求方面的时候，提出了卖方垄断以及买方垄断的概念。
其中，买方垄断是指厂商在产品市场是完全竞争者，在要素市场是垄断者。
请问，这是怎么出现的？如果能在要素市场取得垄断的地位，那其在产品市场为什么反而是完全竞争呢？",经济
"请教如何给股票估值。
学习了行业分析研究，选出了行业龙头，可是如何通过基本面来给某只股票合理估值呢？用什么财务数据？用什么公式？.....请教高手~谢谢~！",经济
"关于企业慈善捐助。
本人不是学会计的，想问一下有关专业人士，关于企业每年的慈善捐助会在每年的年报表中体现出来吗？如果体现出来，捐助的款项归入什么里？",经济
"广东产业集聚对农村剩余劳动力转移的影响。
我想问：广东产业集聚对农村劳动力转移有哪几方面的影响？",经济
"一个关于数学的问题请教一下。
问题是这样的当X无穷大的时候f(x)的导数无穷小那么请问此时f(x)是不是无穷小？是的话请证明不是的话举出反例即可",经济
"求介绍适合经管的统计软件，求科普，楼主是小白啥都不懂。
本人211财经院校大二本科生，对金融感兴趣，当然不算牛人，一般般，但最近了解到什么SPSS之类的东西？？求科普，我需要学吗？难学吗？？又有啥用等等。。。。。欢迎介绍，小弟感激不尽！",经济
"宏观经济的问题，请各位专家帮帮忙。


利用宏观经济理论分析当前的经济形势，以及采取什么样的财政和货币政策（要求具体而且把工具和国家背景结合起来），万分感谢
",经济
"宏观经济的问题，请各位专家帮帮忙。
利用宏观经济理论分析当前的经济形势，即应采取什么样的财政和货币政策（要求具体而且把工具和国家背景结合起来），万分感谢",经济
"微观经济学问题。
微观中我们都知道有帕累托最优，我记得老师上课说过另一种最优，和帕累托相反，我不记得了，有人知道是什么吗？",经济
"企业预测管理。
请问:

国内有那些学院和学校对预测管理有进行深入的研究.

谢谢!",经济
"单纯呼吸抑制药？。
我的朋友被一些人放了一些药搞到现在呼吸困难，这些药可以令到人神经中枢呼吸抑制，这还是单纯性呼吸抑制的，而且还是可以永久性的，请问如果中了这些毒药还什么解药才可以解除呼吸抑制？还有吃呼吸兴奋剂可以永久解除吗？到底这些是叫什么药？如果真的神经中枢被药抑制了怎么办，去医院检查的话要作什么检查？",经济
"货币银行学的疑问求达人解救！。
货币银行学，学到各国中央银行的结构的时候，遇到以下的问题不知道如何理解或者解答，求达人指教！！！

随着欧元区的扩大，欧洲中央银行面临什么挑战？
为何欧元区强调趋同标准？这对理解当前欧元区欧洲中央银行面对的主要挑战有何意义？

求各位有什么说法都说说，只言片语、完整回答都可以，拜谢了！！",经济
"人口红利与刘易斯拐点的关系。
所谓""人口红利"",是指一个国家的劳动年龄人口占总人口比重较大，抚养率比较低，为经济发展创造了有利的人口条件，整个国家的经济成高储蓄、高投资和高增长的局面。

刘易斯拐点，即劳动力过剩向短缺的转折点，是指在工业化过程中，随着农村富余劳动力向非农产业的逐步转移，农村富余劳动力逐渐减少，最终枯竭。




要怎么分析两者之间的逻辑关系比较恰当？求助",经济
"为什么境内外资银行需要进行境内外汇同业拆借，而不直接将离岸资金汇到境内。
如题的确有些境内外资银行是从境外调拨外汇，但为什么还要拆借，成本很高，而且离岸购买也很便宜，为什么不到境外买呢",经济
"请教聚类分析的相关问题。
本人初学统计，有几个问题请教：

1。有学生120人，分别参加了英语词汇测试和英语语法测试，已知学生的词汇成绩和语法成绩中度相关，能否通过“词汇测试成绩和语法测试成绩""对学生分类，我的主要目的是想看看120个样本中有没有不合常规的类别，例如词汇能力高，但语法能力却不高，然后进行解释

2。如果分类结果中的表格显示，不同类别之间在某一项上没有显著差异，是不是说明分类效果不好，要重新指定类别？

烦请了解的解答，非常感谢！",经济
"层次分析法的问卷设计。
请教高手，最好能给个范例",经济
"通货膨胀了么？。
根据政经上讲，
通胀是“发行的纸币多于流通中实际所需货币量”，而后面又有一句“实质上是社会供需的严重不平衡”
而贴吧上有人说“通胀就是纸币发多了，与供求没什么关系，通胀时不也没见物品少很多么”
那到底该相信谁呢？
我想。通胀无非就是钱多或者物少了。
经济危机时所产物少了，价格自然就高，（33年危机时是这样么？）
08金融危机时，物品没少，钱多了，价钱也高，这算不算通胀呢？因为这时，物品没少，供需没被打破，仅仅是价钱高了而已，所以，没什么。
怎样正确呢？？",经济
"如何优化我国的财政支出结构。
求指教求观点",经济
"微观经济学问题，求解答。
假定一家企业供应X和Y两种产品，其边际成本都是8美元；企业每期的固定成本为99美元；产品Y的弹性需求为-0.1；如果价格等于边际成本，每种产品的销售量为10个单位，企业每期亏损99美元。试问：X和Y应如何定价才能使企业既能补偿它的固定成本和边际成本，又能使对资源配置的消极影响最小？",经济
"债券的公允价值与其收益。
不明白~为什么债券的收益上升，其公允价值会下降呢？",经济
"讨论。
目前物价飞涨，流动性过剩？成本推动？市场流通不畅？需求旺盛？各说各有理啊，本人希望写一点价格预警的论文，比如以煤炭作为介入点，各位大侠有什么建议么？目前本人没什么好的思路。如果价格预警的话，这个模型应该怎么样设定会比较好？",经济
"中国经济未来增长问题。
“中国有潜力在未来的25年或者更长的时间里维持9%的年平均增长率”这种说法是过于乐观还是过于保守？",经济
"一道银行管理学论述题，大家帮忙。
如果你作为一家上市银行的CFO如何管理净利差收入？",经济
"如何进行剔除金融危机的影响。
我想问下各位前辈??如何剔除掉08年金融危机对企业收入和企业税收的影响呢??谢谢啦",经济
"求助！急！急！急！分析柯布道格拉斯函数规模经济特征。
求助！！分析柯布道格拉斯函数规模经济特征，分析固定生产比例函数规模报酬特征",经济
"求助多元化企业的数据哈。
请问如何找到一些企业的年报数据，主要是多元化企业，他们在各个行业的比重。由于很多使非上市企业，中国的上市企业大多是多元化企业的部分业务上市，但是找总体的就比较麻烦了。",经济
"2002年投入产出表。
各位大侠，请问中国2002年的投入产出表是不是没有直接消耗系数矩阵表呢和完全消耗系数矩阵表呢？
我只找到42部门的基本流量表。最近写论文急需02年投入产出表的完全消耗系数矩阵表，我该怎么办？请问哪位大师有这两张表呢，发给我可以吗laurettaliu@163.com
谢谢",经济
"有参见2011年挑战杯的吗。
本人诚邀意愿于2011年挑战杯的合作伙伴，目前本人的论题是《探讨我国2000——2010货币政策作用于股票市场的有效性》，望有同人协助。",经济
"帮忙解答下这道题。
例题；某公司目前资本结构全为普通股10000股，目前EBIT为10万元，所得税率为40％，正考虑扩充，需资金50万元，可使EBIT增加5万元，考虑下列两个方案：1.按面值发行公司债券，年利率8％；2.发行普通股5000股，发行价每股100元。要求：采用每股盈余无差别点法判断采用哪一种方案。

请给出计算过程了，感激不尽。",经济
"设立第三方避税方法。
问：规模与经营状况相似的A、B两个公司是否可以私下议定设立名义的第三方（为A、B所间接控制但资产负债表不合并到A、B）管理共同现金资产而后经名义上的借贷归第三方管理的本属自有资金进而使得利息费用名义增加以达到合理避税的目的？这样做是否违背相关法律~请高人指点~",经济
"货币升值和贬值的好处和坏处。
前段时间老师讲了关于货币的升值与贬值问题，货币贬值有利于出口，但是减少贸易逆差最好的方法是什么，从而想到了关于货币升值贬值的问题，求大家解决一下！",经济
"全国文明城市是如何评出来的？。
如题，什么时间进行测评，由哪个单位组织测评？谢谢",经济
"关于蒙代尔-弗莱明的模型。
最近在学蒙代尔-弗莱明模型，发现模型里面的货币政策或者财政政策似乎只对LM或IS曲线有用，都被绕晕了，谁能搭救？？",经济
"债券持有期收益率和股票持有期收益率有区别吗。
持有期收益率=（出售价格-购买价格+利息）/购买价格×100%
这个计算公式对不对啊
是否适用于股票？",经济
"求解。 
 求解：某消费者对消费品x的需求函数为P=100，分别计算价格P=60和P=40时的价格弹性系数。 这不是完全有弹性吗？怎么还让求40，60？？  ",经济
"请教一下大家。
请教一下大家，用杜能区位理论/弗农的产品生命周期理论怎样认识投资环境的改善。",经济
"急急急！帕累托最优帕累托改进和帕累托非最优关系？。
急急急！帕累托最优，帕累托改进和帕累托非最优之间关系？
经济配置实现帕累托最优与公平分配之间存在矛盾吗？为什么？",经济
"新手求助。
请各位前辈教教我怎么写一份规范的论文，要求是什么？具体点说了，格式，语言风格，写的时候应该怎么样写，像草稿阶段怎么准备，给点经验吧，我是大一新生，要写论文了，格式什么的大致明白怎么弄，但是具体操作起来还是好难啊，求助了。谢谢",经济
"【2币】SAS做统计分析是否以正态性为基础？。
如题，我想知道SAS做统计分析是不是建立在数据满足正态性假设的基础上的，
也就是是不是每次统计分析时，都有必要检验正态性。


请高手指点一二。精彩回复20积分=2个币，另外还有评分。


请高手指点。谢谢！",经济
"如何增强自制力。
想做一件事，想学习，经常会被各种诱惑，理由阻止。
怎样才能增强自己的自制力，抵制诱惑，不再为自己找理由呢？",经济
"为什么适度温和的通货膨胀对经济是有利的？。
为什么适度温和的通货膨胀对经济是有利的？",经济
"关于AD-AS和IS-LM-BP模型。
请问关于人民币升值对我国宏观经济的影响是用AD-AS还是IS-LM-BP模型更好呢？具体怎么分析？~~~~~",经济
【求一个关于判定系数的证明】请问大神们，伍德里奇的计量经济学简单回归模型一章中写到“可以证明，判定,经济
在做面板数据分析的时候，如果有数据值为0，应该如何处理呢？,经济
央行调查统计司公布的企业家问卷的数据是什么时候调查的，一般代表企业预期吗？比如国内订单指数，是根据本季度的实际数据，还是单纯企业预期？,经济
求助大神，在Stata里进行上市公司的行业分类和公司名字匹配时发现“济南柴油机股份有限公司”是金融行业，为啥啊？？？？从名字看，很明显是搞柴油的嘛，我担心我的匹配有问题,经济
"求助在整理粤港澳湾区的季度宏观经济指标，其中要用到固定资产投资，但香港只有固定资本形成总额。查到的转换公式是

固定资本形成总额＝全社会固定资产投资＋商品房销售增值＋矿藏勘探形成的固定资本＋土地改良形成的固定资本－扣减项

商品房销售增值所形成的固定资本
商品房销售增值形成的固定资本是核算期内商品房销售价值与建造价值之间的差额。计算公式为：
商品房销售增值形成的固定资本=商品房销售收入-单位造价×销售面积
单位造价=（竣工价值+开发费）/竣工面积


想把固定资本形成总额转成固定资产投资，然而即使只考虑商品房销售增值但查找香港数据利用每个季度的楼宇工程完成总额完成房屋套数出售房屋套数等数据计算发现估算出来结果极度不准确。求指导有没有一些别的方法，或者说好的思路。。谢谢了",经济
完全垄断市场上，企业定价和需求价格弹性的关系？,经济
对于区域划分一定要按东、中、西、东北划分，还是也可以仍然按照东、中、西部划分？就发表学术类文章而言,经济
"判断力？。
国富论中的“劳动者在生产中的熟练程度、技能和判断力”，其中的判断力是我们平常说的判断力吗？有其他的意思么？",经济
"看书当中的几个问题。
在看书的时候，有几个问题，希望大家给解释一下：什么是鲁宾逊克鲁索经济？什么是婚姻定理？能否举点通俗容易理解的例子",经济
"想成为金融界的达人需要掌握哪些金融知识。
想成为一个在金融方面比较有作为的人，就初步条件而言，不知金融方面需要掌握哪些方面的知识，如果可以请细化。",经济
重金求解填空：不符合供给定理的商品主要有哪四种？。,经济
"产经经济学的两道题求大师帮忙。
计算题
1、已知A市场中4个企业的市场结构为0.5,0.1,0.1,0.1;B市场的4个企业的市场结构为0.2,0.1,0.2,0.3计算两个市场的CR和HHI，并做简要评论.


2、已知古诺模型双寡头垄断市场模型中，两家企业生产无差别的矿泉水，每个厂商的需求函数为P=150-（Qa+Qb）两企业的边际成本为零。计算寡头企业不合作条件下、合作条件下、完全竞争条件下、以及A试图合作而B不合作条件下的产量、价格和利润。并对所做计算做出简要评论。
哪位大师帮帮忙，怎么做啊这题。",经济
"求助BP神经网络用于企业绩效评价。
我的论文是关于运用BP神经网络对企业进行绩效评价我感觉应该是对选取的n个样本公司财务指标进行网络训练然后利用训练好的网络对m个要进行评价的公司进行分析不知道我的理解对不对求助高人~~~",经济
"公司原有固定资产对外投资，考虑增值税吗？。
2009年1月1日后购入的固定资产，能够有17%的份额作为进项税额对增值税进行抵扣。如果已经使用的该固定资产对外投资，用不用再考虑增值税问题呀？
请高人告之，在下不胜感激。",经济
"一国综合国力的文化力都包含哪些因素。
如题

求问国家综合国力中的文化力都包含哪些主要因素

我就想到一个科技和民族精神及凝聚力",经济
"政治力能涵盖军备力量吗？。
谁能告诉我
一国政治力这一要素里，是不是可以涵盖到军备力量？

目前在准备论文
但不想把军事单列出来
想来想去
不明白政治力是不是可以包含军备

请各位大侠不吝赐教",经济
"急急急！！！一道计算题求解答！。
两寡头厂商在市场上竞争，双方知道对方成本，且同时决定产量，市场需求函数为p=a-q两厂商边际成本边际成本分别为c1和c2，0<ci<a/2
求两厂商反应函数，及达到均衡时双方的产量。
另一题：某寡头行业只有两家企业a,b,各自成本函数为C1=cQ1,C2=cQ2,市场需求函数为P=a-bQ,假设两厂商同时决定最有产量，
求两厂商反应函数，达到古诺均衡的双方产量。

非常感谢！！",经济
"急急急！！！在LM曲线中，流动性陷阱区域和古典区域有何特征？。
急急急！！！在LM曲线中，流动性陷阱区域和古典区域有何特征？对**宏观调控有何启示？？？",经济
"急！急！急！（求助）垄断厂商最优决策点满足什么条件？。
垄断厂商最优决策点满足什么条件？垄断厂商的垄断力及其产品价格需求弹性有什么关系？求解答，谢谢",经济
"证券投资基金和证券公司客户资产管理业务中关于投资比例的限制。 
 第三十七条　证券公司将其所管理的客户资产投资于一家公司发行的证券，按证券面值计算，不得超过该证券发行总量的10%。 
　　? ?? ?? ?? ?? ?一个集合资产管理计划投资于一家公司发行的证券不得超过该计划资产净值的10%。
请问：为什么会有这两个10%的限制？  ",经济
"证券发行中关于询价对象的数量规定。
初步询价结束后，公开发行股票数量在4亿股以下，提供有效报价的询价对象不足20家的，或者公开发行股票数量在4亿股以上，提供有效报价的询价对象不足50家的，发行人及其主承销商不得确定发行价格，并应当中止发行。请问：为什么会有20家、50家的限制的？请详细一点回答。谢谢。",经济
"关于马克思政治经济学中劳动力价值的一点疑问。
假设一个员工的基本工资加上所有补贴有1510元，养老保险、医疗保险、住房公积金等扣除后，到手的工资为1211元。每月开销有房租、吃饭、电话费、日用品等基本生活开销，然后每月剩下456元。那么养老保险、医疗保险、住房公积金，房租、吃饭、电话费、日用品，基本生活开销，每月剩下的钱，分别是劳动力价值的构成部分的哪一部分呢？",经济
"金融中介与金融市场之间是什么关系？。
如题，越详细越好，谢谢！",经济
"证券市场化的问题。
想了解一些有关证券市场化的不利影响，结合金融危机来分析，越详细越好，拜谢！！！",经济
"移动通信领域的差别定价。
那位前辈高人可以帮我分析一下移动通信领域是如何进行差别定价的么？？？

??在此谢过！",经济
"求前辈高人指教吧~。
帮忙回答下卢卡斯批判还有货币中性的内容。只是理解，但不知道怎么书面表达的恰当，不知道怎么答题。先谢谢啦！",经济
"投硬币的有关问题【欢迎解答】。
投一枚硬币，投中正面为一次活动，投中反面则继续投直到投中正面为止。投一次需要花费1块钱。

若第1次出现正面，奖金2元；第n次出现正面，奖金2n元。


出项正面和反面的概率都为1/2.


顾客投一次获得奖金的平均期望为1/2*2+(1/2)2*22+(1/2)3*23+……+(1/2)n*2n=n。


但实际上顾客不会花费很多的钱去投硬币，这是为什么？


如果是你，你愿意花多少钱去投硬币，为什么？


【请从经济学有关效用的角度分析】
",经济
"读书笔记怎么写？。
请教各位大虾，怎么才能写出高的读书笔记呢？坦白说，我这些年也看了一些书，但不怎么做笔记，仅做过一些摘抄，有时候也直接在书上写上自己的想法。至于一篇读书笔记，我一直都不知道如何下手，也试过，但自己不甚满意，特来请教。
??另外，我想很多事情之所以做得不好，很大一部分原因在于没有弄清楚缘起，故一开始就没有明确为什么要做这件事情，以至于动摇，没有什么建树。所以，还有一个问题想问一下，就是为什么读书笔记如此之重要呢？（当然啦，您也可以反驳我说这是不重要的，小弟愿闻其详。）",经济
"请问经常看到国外经济数据发布的月率和年率是不是就是当月环比和同比的意思啊。
请问经常看到国外经济数据发布的月率和年率是不是就是当月环比和同比的意思啊？
比如上周发布的美国11月零售销售额月率是不是就是11月相对10月的环比变化呢??请教各位老师们

????thanks??verymuch!!!",经济
"求一份比较规范的市场调查报告！！。
需要撰写一份关于《创新性高科技企业电子商务发展情况》的调研报告，基本数据已经处理过，但是不知道撰写调研报告的时候要怎么组织？？
求有经验的前辈发我一份比较规范的调研报告！急用！",经济
"微观经济学中的消费者理论体系中有何内在缺陷。
微观经济学中的消费者理论体系中有何内在缺陷，谢谢！",经济
"请教一道题。
如果决策人在面临消费不确定性时，追求事前的期望效用最大化，其初始财富为w，事后效
用函数（即“贝努利效用函数”）为u（*），满足u’（*）>0,考虑以下两个“赌”
赌A:输赢概率均为0.5，赢回报2，输损失1
赌B:输赢概率均为0.5，赢回报101，输损失2
请证明如果此决策人对任意w?[100，200]均拒绝参与赌A，即对任意w?[100，200]有
0.5u（w-1）+0.5（w+2）<u(w),那么当w=101时，他会拒绝参与赌B,即u（*）满足
0.5u（99）+0.5u(202)<u(101)",经济
"马克思如何分析简单商品经济的基本矛盾及其演化的一系列形式和它发展的可能后果？。
如题如题如如题",经济
货币供给增加的流动性效应，并给出总效应公式？什么是总效应公式啊。,经济
"请教中美破产重整制度到底有什么不同？。
大家好，我一直想知道中国和美国的破产重整制度有什么不同？了解的解答一下，谢谢！",经济
"关于计量经济学自相关的补救问题。
对模型用广义最小二乘法补救之后，发现DW落在了dl与du之间，也就是不确定补救后的模型有没有自相关，是否还需要继续补救呢？如果需要时在补救后的模型继续补救还是在愿模型上用自相关系数进行补救",经济
"多个独立样本非参检验的各种方法的区别。
kruskal-wallis检验brown-mood检验两种方法之间的区别是什么啊，不都是检验中位数是否相等么？",经济
"想读金融专业的研，本科学会计好还是统计好呢？？请各位大师指点。
请各位在行的学姐学长指点一下下，现在大二，下学期面临细分专业，有点犹豫，两个各有优缺点，希望各位能谈谈自己的看法，哪个对以后工作更有利或者对学术研究更有利？谢谢大家了~~！！！",经济
"求助岗位分析比较。
今天找工作很失败
拿了两个实习offer
一个是海通期货机构客户开发服务岗位
一个是正略钧策人力资源开发咨询岗位

第一个貌似跟各大机构推售海通期货的的产品
第二个12个月有10个月再外做项目，这个是不太喜欢的，其他还ok

请大家分析一个哪个发展道路比较好一点~~

拜谢",经济
"请问seriesA/B/.../Fpreferredstock是指什么样的优先股。
RT这个行业刚入门。。很多不懂。。。谢谢！",经济
"求助：期货的基本面分析。
老师要求写一篇近期的期货品种（大豆，棉花，等都可以的）基本面的分析的论文，字数3000字左右。。。。请大家帮帮我哦。。。",经济
"怎样建立知识体系。
本人是一名工科学生，对经济类的东西很有兴趣，尤其是企业管理。请高人指点，帮我列个书单，大致先建立一个完整的体系。感激！！！",经济
"多元统计分析应用于金融行业。
大家好。。。想向大家请教一下，多元统计分析中的典型相关分析在行业板块中的应用有哪些？",经济
"股权分置改革的标志是什么？。
股权分置改革完成的标志是什么？

以什么作为股权分置改革的测量因素？

或相关报道。。",经济
"加息不一定会导致热钱大量涌入。
官方的人士此前多次阐释中国加息与美国量化宽松之间的利差将引发“热钱”大举入侵，而中信证券首席宏观经济分析师诸建芳认为，不用过度担忧加息会导致热钱大规模流入，因为热钱看重的并不仅仅是利差，更看重的是资产价格上涨所带来的收益。而加息在一定程度上抑制了资产价格的上涨。因此，加息不会导致热钱大规模流入。连平也指出，目前中国的利率水平是偏低的，和美国的利差不太大，只有1%略多，尚不至于导致境外资本大规模流入。不过，在美国没有提息的情况下，中美利差如果今后继续扩大，会对热钱产生一定引导效应，但真正影响热钱流入的因素是汇率水平和资产价格水平，利差因素的影响相对较弱。而美国在明年加息的可能性依然较小。",经济
"数据挖掘～～～大侠指点。
{:2_30:}请问数据挖掘和DATA步与PROC步有什么相似的联系和区别。或者说，如何用data步和proc步来实现数据挖掘呢？？？
求高人指点。急。。。。谢谢",经济
"储蓄对国家、世界的利弊分析（具体点）。
谢谢大家赐教",经济
"因子分析法。
最近研究了了因子分析法，突然有个弱智的问题，恳请大家赐教，不知道那位坛友能帮助一下，就是因子分析法之前要不要把指标正向化？因为指标里面有正向指标，负向指标，需要正向化吗？还是用SPSS做因子分析的时候直接就会考虑这个因素？谢谢大家……",经济
"急！关于中国外汇储备和对外贸易的。
请问为什么中国外汇储备增加额总是大于贸易顺差额？谢谢",经济
"请问一些有关经济学学习的问题。
明年（2011）五月转系，肯定能够转入经济学系。我想请问在转入之前需要什么样的准备。另外，应该看哪些图书才能使自己全面的接触到经济学的不同论点？高考假期看完了萨缪尔森的经济学，但后来看到了一些批评，所以我希望尽可能多的接触不同的论点。我希望得到各位高人的指点。最好能够开一个书单。
谢谢各位",经济
"消费正外部性如何导致市场失灵。
有图和数学分析最好谢谢",经济
"何去何从。
本人211出身，现大三通信工程专业，2009年全国电子设计大赛一等奖，想跨考金融专业，希望大家提点建议，很喜欢金融",经济
"家庭物流。
什么是家庭物流？其特征和发展前景如何？",经济
"懂统计学的进下哈。
我是一个学统计专业的学生，在一般的院校，但对专业还是没什么感觉，总感觉是高中数学的继续，没有一种归属感，一种热情，但又听说统计有前途，当初才报这个专业的，··········敢问路在何方？",经济
怎样界定计划经济体制和市场经济体制？有没有定量标准？,经济
请问是否任何情况下关于政府在供给方面的政策都会产生博弈论？,经济
"论述央行和商业银行在货币供给中的作用。 
 怎么论述央行和商业银行在货币供给中的作用  ",经济
"关于亚当斯密劳动价值论的主要观点。
请问亚当斯密劳动价值论的主要观点包括哪些内容？",经济
"为什么有限合伙人不能以劳务出资?。
经济法上说有限责任公司股东出资方式可以是货币、实物资产、土地所有权、工业产权或者知识产权，或者其他合法的可作价的资产，但是不能以劳务出资。。。。请问这是为什么呢？劳务出资有什么弊端吗？",经济
"如何组建自己的经济学知识结构体系？。
我是经济学专业的本科生，学了许多基础课程，但感觉自己在各科目内以及科目之间的知识比较散，没有自己的知识结构体系！请高手指点一下如何组建自己的经济学知识体系？应该怎样去思维？",经济
请问underlyingcurrent-account是什么意思！谢谢。,经济
"求助。
我想请问下，如何利用信托处置银行的不良资产？最好有实例！！",经济
"学习VBA该如何下手。
VBA的名号如雷贯耳，仰慕已久，很想了解掌握一下，只是外行入门，该如何着手呢？

请教各位大牛~~~~~~~~",经济
"为什么要增加货币供给？。
学习宏观，总有一个很基本的问题没弄明白，就是货币供给问题。在一个封闭的没有技术进步的经济体里，产出应该是稳定不变的。既然如此，为何要增加货币供给？（不考虑刺激总需求）还有，货币主义认为应该以一个稳定不变的增长率供给货币，其理由何在？请大家指教。",经济
"求古典货币中性理论的证明过程！。
我们老师的证明请见附件，总觉得增长率和总量上混淆了，希望大家有对这方面研究的给予指正！谢谢",经济
"一个在TheEcoomist上想到的问题。
刚才无意浏览TheEconomist的网页??http://www.economist.com/blogs/dailychart/2010/12/save_date??一个通过数学模型预测中国经济总量何时超过美国的讨论。你可以自己输入自己所认为的经济数据进行相应的预测。


我的问题时，在其它数据不变的情况下，为何当输入的中国inflaitonrate越高，中国的经济总量越早超越美国。??在这种计算模式下，是否不考虑通货膨胀的影响？",经济
"人力资本投资的外部性。
请高人指点“我国企业人力资本投资外部性的成因、表现形式，以及影响和应对措施”",经济
"改进的杜邦分析体系英文公式。
求！！改进的杜邦分析体系英文公式怎样表达？",经济
"烟草行业集群的发展的问题。
想请教一下关于烟草行业发展产业集群的可能性问题。
关于产业集群的概念，百度百科说，产业集群是指在特定区域中，具有竞争与合作关系，且在地理上集中，有交互关联性的企业、专业化供应商、服务供应商、金融机构、相关产业的厂商及其他相关机构等组成的群体。
刚在网上看到一篇《“集群化”推动跨省重组实现工业企业共赢》的文章，写道各不同省份通过联合重组优化资源配置，形成围绕十多个为主体的“集群化”竞争格局等等。
因为产业集群其中有一点是“地理上集中”，所以我想请问烟草行业的跨省重组是产业集群化么？

对烟草及产业集群都知之甚少，忘指教。",经济
"求教：关于实证分析。。
什么叫实证分析呢？个人理解：实证分析是相对规范分析而言的，在研究问题是通过严格的数理方法推导用方程或图形等证明，那就属于规范分析。研究问题时通过事例和经验等从理论上推理说明，那就属于实证分析。

那末在论文中，实证分析前是否必须有一个关于要研究的问题的结论？是否实证分析是对理论分析结果的验证？",经济
